Utility Name,Fire Start Date,Fire Start Time,Fire Latitude,Fire Longitude,Materials at Origin,Land Use at Origin,Fire Size,Fire Suppressed by,Fire Supressing Agency,Facility Identification,Facility Contacted,Other Companies,Nominal Voltage,Equipment Type Associated to Ignition,Type Of Construction,Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,
PG&E,8/9/2016,39:21.0,37.3398,-122.011,,Urban,<0.25,Fire Agency,Sunnyvale FD,83671106,Conductor,No,11000,Conductor,Overhead,Yes,8/9/2016,39:21.0,Contact - 3rd Party,,Contact - Other,Electric Facility,Contact - Other,
PG&E,8/9/2016,35:35.0,36.9867,-120.056,,Urban,<3 meters of linear travel,Fire Agency,Madera FD,254611105,Transformer,No,11000,Transformer,Overhead,Yes,8/9/2016,35:35.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/26/2016,32:27.0,37.9428,-122.515,,Urban,<3 meters of linear travel,Unknown,,102232559,Conductor,Yes,11000,Conductor,Overhead,Yes,7/26/2016,32:27.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/24/2016,16:48.0,37.5481,-119.636,,Conifer Forest,<3 meters of linear travel,Unknown,,254421103,,No,11000,Insulator,Overhead,Yes,7/24/2016,16:48.0,Equipment - PG&E,Insulator,,,Equipment failure - Other,
PG&E,7/23/2016,17:43.0,35.8716,-120.841,,Herbaceous,0.26-9.99,Unknown,,101874515,,No,11000,Fuse,Overhead,No,,,Equipment - PG&E,Fuse,,,Fuse failure - all,
PG&E,7/23/2016,48:52.0,38.0195,-121.902,,Urban,<0.25,Fire Agency,Contra Costa Fire,K960,,No,21000,Capacitor Bank,Overhead,Yes,7/23/2016,48:52.0,Equipment - PG&E,Capacitor Bank,,,Equipment failure - Other,
PG&E,7/14/2016,46:39.0,35.3833,-118.923,,Urban,<0.25,Fire Agency,Kern County Fire,L853,,No,11000,Fuse,Overhead,Yes,7/14/2016,46:39.0,Equipment - PG&E,Fuse,,,Fuse failure - all,
PG&E,7/13/2016,24:27.0,38.0025,-121.319,,Urban,Unknown,Unknown,,103582495,,Yes,11000,Conductor - Open Wire Secondary,Overhead,Yes,7/13/2016,24:27.0,Wire-Wire Contact,,,,,
PG&E,7/12/2016,11:04.0,35.3728,-118.988,,Urban,<0.25,Fire Agency,Bakersfield FD,100243995,Pole,Yes,21000,Pole,Overhead,Yes,7/12/2016,11:04.0,Vegetation,,Veg. contact,Pole,Contact - Vegetation,
PG&E,7/9/2016,58:15.0,38.5035,-121.783,,Agriculture,0.26-9.99,Fire Agency,Dixon Fire Dept,62041107,,No,11000,Conductor - Underground Service,Underground,Yes,7/9/2016,58:15.0,Equipment - PG&E,Conductor - Underground Service,,,Conductor failure-all,
PG&E,6/29/2016,19:46.0,40.0976,-123.794,,Hardwood Woodland,<0.25,Unknown,Unknown,SwitchOper #: 2087 ,,Unknown,11000,Switch,Overhead,No,,,Equipment - PG&E,Switch,,,Switch failure,
PG&E,6/20/2016,42:32.0,38.2114,-121.954,,Herbaceous,100-299,Fire Agency,SUISUN FIRE PROECTION DISTRICT,3527,,No,21000,Pole,Overhead,Yes,6/20/2016,42:32.0,Equipment - PG&E,Pole,,,Conductor failure-all,
PG&E,6/12/2016,10:34.0,36.5842,-119.953,,Agriculture,<3 meters of linear travel,Unknown,,100669319,,Yes,11000,Pole,Overhead,Yes,6/12/2016,10:34.0,Weather - Lightning,,,,Weather - Lightning,
PG&E,6/12/2016,25:30.0,37.4788,-122.359,,Conifer Forest,<0.25,Fire Agency,San Mateo County,24101101,,No,11000,Conductor,Overhead,Yes,6/12/2016,25:30.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,6/9/2016,51:49.0,37.8655,-122.082,,Urban,,Unknown,,,,,11000,,,Yes,6/9/2016,51:49.0,,,,,,
PG&E,6/5/2016,14:28.0,37.9818,-122.575,,Urban,<0.25,Fire Agency,Ross Valley FD,Meter: 1008086278,Service Drop,Yes,11000,Service Drop,Overhead,Yes,6/5/2016,14:28.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/5/2016,15:16.0,40.3502,-123.716,,Conifer Forest,0.26-9.99,Unknown,,101009669,Conductor,No,11000,Conductor,Overhead,Yes,6/5/2016,15:16.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,5/20/2016,02:16.0,38.239,-122.674,,Urban,<3 meters of linear travel,Unknown,,101981630,Conductor,Yes,11000,Conductor,Overhead,Yes,5/20/2016,02:16.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,5/14/2016,53:27.0,38.0197,-121.873,,Urban,<0.25,Fire Agency,Contra Costa Fire,110170491,,No,21000,Service Connector,Overhead,Yes,5/14/2016,53:27.0,Equipment - PG&E,Service Connector,,,Equipment failure - Other,
PG&E,4/25/2016,52:19.0,36.4761,-119.79,,Agriculture,<0.25,Unknown,,103803968,,No,11000,Conductor,Overhead,No,,,Equipment - PG&E,Conductor,,,Pole failure,
PG&E,4/18/2016,15:15.0,37.7938,-120.984,,Urban,<3 meters of linear travel,Fire Agency,Escalon FD,163191713,,No,17000,Transformer,Overhead,Yes,4/18/2016,15:15.0,Equipment - PG&E,Transformer,,,Equipment failure - Other,
PG&E,11/9/2015,50:13.0,37.9276,-121.215,,Urban,Unknown,Fire Agency,Montezuma FD,Pole ID: 102132189,,Yes,11000,Splice/Clamp/Connector,Overhead,Yes,11/9/2015,50:13.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,10/31/2015,29:48.0,37.3698,-120.723,,Herbaceous,<3 meters of linear travel,Unknown,,252261104,,No,11000,Transformer,Overhead,Yes,10/31/2015,29:48.0,Equipment - PG&E,Transformer,,,Equipment failure - Other,
PG&E,10/15/2015,18:59.0,38.221,-121.499,,Agriculture,<0.25,Unknown,,R418,,No,11000,Jumper,Overhead,No,,,Equipment - PG&E,Jumper,,,Equipment failure - Other,
PG&E,10/14/2015,19:22.0,37.3334,-120.506,,Agriculture,0.26-9.99,Unknown,#20217,253881106,Transformer,No,11000,Transformer,Overhead,Yes,10/14/2015,19:22.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,10/4/2015,01:26.0,39.4704,-121.689,,Agriculture,<0.25,Unknown,,LINE RECLOSER 2618 ,,No,11000,Lightning Arrestor,Underground,Yes,10/4/2015,01:26.0,Equipment - PG&E,Lightning Arrestor,,,Lightning arrestor failure,
PG&E,9/25/2015,31:45.0,37.3018,-120.763,,Agriculture,0.26-9.99,Unknown,,252261101,Conductor - Primary,No,11000,Conductor - Primary,Overhead,Yes,9/25/2015,31:45.0,Contact - 3rd Party,,Contact - Other,Electric Facility,Contact - Other,
PG&E,9/12/2015,12:45.0,39.1165,-121.069,,Hardwood Forest,<0.25,Fire Agency,CAL FIRE GRASS VALLEY 530-477-0641,tower 19/152 ,Insulator,No,11000,Insulator,Overhead,Yes,9/12/2015,12:45.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,9/10/2015,54:10.0,,,,,Unknown,Unknown,,,Conductor,,,Conductor,Overhead,No,,,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,9/10/2015,33:04.0,38.3373,-120.758,,Urban,Unknown,Fire Agency,Amador FD,101258542,,No,11000,Splice/Clamp/Connector,Overhead,Yes,9/10/2015,33:04.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,9/10/2015,43:06.0,37.4634,-121.845,,Herbaceous,0.26-9.99,Unknown,,100619753,,Yes,11000,Capacitor Bank,Overhead,Yes,9/10/2015,43:06.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,9/9/2015,20:31.0,37.2341,-121.95,,Urban,Unknown,Unknown,,100524367,,Yes,11000,Service Connector,Overhead,Yes,9/9/2015,20:31.0,Equipment - PG&E,Service Connector,,,Equipment failure - Other,
PG&E,9/9/2015,26:00.0,38.341,-120.696,Vegetation,Urban,">5,000",Fire Agency,Amador - El Dorado Unit,162161101 ,Conductor - All,No,12000,Conductor - All,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact from object,
PG&E,9/6/2015,38:31.0,,,,,,Unknown,,,,,,,,Yes,9/6/2015,38:31.0,,,,,,
PG&E,9/5/2015,55:36.0,36.1375,-120.185,,Agriculture,<0.25,Unknown,,,,,11000,Transformer,Overhead,Yes,9/5/2015,55:36.0,Equipment - PG&E,Transformer,,,Transformer failure,
PG&E,8/21/2015,02:37.0,37.4335,-121.915,,Urban,Unknown,Unknown,,100560681,,Yes,21000,Conductor,Overhead,Yes,8/21/2015,02:37.0,Unknown,,,,Unknown,
PG&E,8/18/2015,45:10.0,,,,,<0.25,Unknown,,C642,,Yes,,Capacitor Bank,Overhead,No,,,Equipment - PG&E,Capacitor Bank,,,Fuse failure - all,
PG&E,8/6/2015,23:56.0,38.2265,-121.027,,Hardwood Woodland,<0.25,Fire Agency,City of Ione FD,103812838,Fuse,Unknown,21000,Fuse,Overhead,Yes,8/6/2015,23:56.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,8/5/2015,18:55.0,37.397,-120.631,,Urban,<0.25,Unknown,,253611103,,No,11000,Capacitor Bank,Overhead,Yes,8/5/2015,18:55.0,Equipment - PG&E,Capacitor Bank,,,Equipment failure - Other,
PG&E,8/2/2015,41:30.0,37.7464,-122.461,,Urban,Unknown,Fire Agency,San Francisco Fire Department,22280403,,Yes,4000,Conductor,Overhead,Yes,8/2/2015,41:30.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,7/28/2015,37:46.0,37.9431,-120.945,,Herbaceous,<3 meters of linear travel,Fire Agency,San Andreas FD,102338201,Conductor,No,17000,Conductor,Overhead,Yes,7/28/2015,37:46.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/27/2015,08:58.0,37.7673,-121.42,,Herbaceous,<0.25,Fire Agency,Tracy FD,C258 ,,Unknown,11000,Capacitor Bank,Overhead,Yes,7/27/2015,08:58.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,7/24/2015,52:12.0,36.686,-119.043,,Hardwood Forest,0.26-9.99,Unknown,,CGC:419876549247 ,,Yes,11000,Transformer,Overhead,Yes,7/24/2015,52:12.0,Equipment - PG&E,Transformer,,,Transformer failure,
PG&E,7/20/2015,58:09.0,38.248,-122.33,,Urban,Unknown,Fire Agency,Napa Fire Department,42461106,,Yes,11000,Service Drop,Overhead,Yes,7/20/2015,58:09.0,Equipment - PG&E,Service Drop,,,Service Neutral failure,
PG&E,7/13/2015,55:12.0,37.2655,-121.98,,Urban,<3 meters of linear travel,Fire Agency,campbell fd, K570 ,,Yes,11000,Capacitor Bank,Overhead,Yes,7/13/2015,55:12.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,7/12/2015,54:37.0,39.952,-122.23,,Agriculture,<0.25,Unknown,,103331101,,No,11000,Splice/Clamp/Connector,Overhead,Yes,7/12/2015,54:37.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,7/4/2015,50:10.0,37.2794,-121.922,,Urban,<0.25,Fire Agency,San Jose Fire Department,83431111,Conductor,Yes,11000,Conductor,Overhead,Yes,7/4/2015,50:10.0,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,6/25/2015,31:34.0,36.362,-119.86,,Agriculture,0.26-9.99,Fire Agency,SANDRA FIRE DEPT KING CITY,100805514,Fuse,Yes,11000,Fuse,Overhead,Yes,6/25/2015,31:34.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,6/17/2015,02:05.0,37.3515,-120.641,,Agriculture,<3 meters of linear travel,Unknown,,25280-2101,Conductor,Yes,11000,Conductor,Overhead,Yes,6/17/2015,02:05.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/13/2015,20:51.0,37.4045,-120.643,,Agriculture,<0.25,Unknown,,253611103,,No,11000,Splice/Clamp/Connector,Overhead,Yes,6/13/2015,20:51.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,6/6/2015,21:06.0,38.0057,-121.238,,Urban,<0.25,Unknown,,103198262,Transformer,Yes,11000,Transformer,Overhead,Yes,6/6/2015,21:06.0,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,5/31/2015,20:13.0,37.7219,-120.793,,Agriculture,<3 meters of linear travel,Unknown,,16371-1703,,No,17000,Conductor,Overhead,Yes,5/31/2015,20:13.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,4/28/2015,58:59.0,36.7507,-119.748,,Urban,<0.25,Fire Agency,Fresno Fire Dept.,253571110,,Yes,11000,Conductor,Overhead,Yes,4/28/2015,58:59.0,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,4/21/2015,30:20.0,36.6494,-120.248,,Urban,Unknown,Unknown,,4.16E+11,Transformer,No,11000,Transformer,Overhead,No,,,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,4/11/2015,18:32.0,38.2719,-122.431,,Urban,<3 meters of linear travel,Fire Agency,Sonoma FD,101993515,,No,11000,Capacitor Bank,Overhead,Yes,4/11/2015,18:32.0,Equipment - PG&E,Capacitor Bank,,,Transformer failure,
PG&E,2/18/2015,17:17.0,37.5435,-122.308,,Urban,<3 meters of linear travel,Fire Agency,San Mateo FD,103471886,,No,4000,Service Drop,Overhead,Yes,2/18/2015,17:17.0,Equipment - PG&E,Service Drop,,,Service Neutral failure,
PG&E,12/21/2014,06:06.0,37.3869,-122.265,,Urban,<3 meters of linear travel,Unknown,,100273548,Conductor,Yes,11000,Conductor,Overhead,Yes,12/21/2014,06:06.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,12/15/2014,31:53.0,37.2733,-121.898,,Urban,Structure-only,Fire Agency,San Jose Fire Department,100596960,,Yes,11000,Splice/Clamp/Connector,Overhead,Yes,12/15/2014,31:53.0,Equipment - PG&E,Splice/Clamp/Connector,,,Splice/Clamp/Connector,
PG&E,10/13/2014,06:34.0,36.7512,-119.808,,Urban,Unknown,Unknown,,Switch: 4115,Conductor,Yes,11000,Conductor,Overhead,No,,,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,10/6/2014,05:50.0,36.6864,-121.623,,Hardwood Woodland,<0.25,Fire Agency,Salinas City FD,,,Unknown,11000,Service Drop,Overhead,Yes,10/6/2014,05:50.0,Equipment - PG&E,Service Drop,,,Service Neutral failure,
PG&E,9/27/2014,08:45.0,37.029,-121.58,,Urban,Unknown,Fire Agency,Gilroy Fire Department,83182103,Conductor,Yes,21000,Conductor,Overhead,Yes,9/27/2014,08:45.0,Contact - 3rd Party,,Contact - Balloon,Electric Facility,Contact - Balloon,
PG&E,9/25/2014,16:52.0,38.5022,-122.478,,Urban,<3 meters of linear travel,Fire Agency,Saint Helena Fire Department,43432105,Conductor,Yes,21000,Conductor,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,9/20/2014,47:52.0,38.5607,-121.528,,Herbaceous,<0.25,Fire Agency,WEST SAC FIRE DEPT,Pole ID: 101657958,,No,11000,Lightning Arrestor,Overhead,Yes,9/20/2014,47:52.0,Equipment - PG&E,Lightning Arrestor,,,Lightning arrestor failure,
PG&E,9/15/2014,08:46.0,36.582,-119.388,,Rural,Unknown,Unknown,,100768704,,Yes,11000,Pole,Overhead,Yes,9/15/2014,08:46.0,Unknown,,,,Unknown,
PG&E,9/11/2014,33:07.0,38.8963,-121.11,,Hardwood Woodland,Unknown,Unknown,,152271102,Other,Yes,11000,Other,Overhead,No,,,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,8/31/2014,10:25.0,40.8544,-124.07,,Urban,<0.25,Fire Agency,Arcata FD,100982513,Conductor,Yes,11000,Conductor,Overhead,Yes,8/31/2014,10:25.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,8/1/2014,49:51.0,38.6953,-122.022,,Urban,Unknown,Unknown,,Circuit ID: 063172101,Conductor,Yes,21000,Conductor,Overhead,Yes,8/1/2014,49:51.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,7/6/2014,54:44.0,38.6715,-123.29,,Rural,0.26-9.99,Unknown,,Fuse Oper#: 4605,,Unknown,11000,Fuse,Overhead,Yes,7/6/2014,54:44.0,Unknown,,,,Unknown,
PG&E,7/5/2014,24:02.0,39.7716,-121.597,,Shrub,<0.25,Fire Agency,BUTTE COUNTY FIRE DEPT,2214,Recloser,Yes,11000,Recloser,Overhead,Yes,7/5/2014,24:02.0,Contact - Animal - Bird,,Contact - Animal,Electric Facility,Contact - Animal,
PG&E,7/1/2014,59:24.0,38.8649,-121.703,,Urban,Unknown,Fire Agency,Yolo FD,Circuit ID:062721102,Conductor - Primary,Yes,11000,Conductor - Primary,Overhead,Yes,7/1/2014,59:24.0,Contact - 3rd Party,,Contact - Vehicle,Electric Facility,Contact - Vehicle,
PG&E,6/20/2014,03:37.0,39.6647,-122.197,,Rural,Unknown,Unknown,,C448,,Yes,21000,Capacitor Bank,Overhead,Yes,6/20/2014,03:37.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,6/19/2014,56:28.0,38.7803,-121.5,,Urban,Unknown,Fire Agency,Plesant Grove FD,2589,,No,11000,Jumper,Overhead,Yes,6/19/2014,56:28.0,Equipment - PG&E,Jumper,,,Equipment failure - Other,
PG&E,6/18/2014,45:10.0,37.3198,-120.505,,Urban,<0.25,Unknown,,101162540,,Yes,11000,Capacitor Bank,Overhead,Yes,6/18/2014,45:10.0,Equipment - PG&E,Capacitor Bank,,,Capacitor bank failure,
PG&E,6/9/2014,22:27.0,37.2779,-121.82,,Urban,Unknown,Unknown,,83912109,Conductor,Yes,21000,Conductor,Overhead,Yes,6/9/2014,22:27.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/7/2014,20:26.0,38.4355,-120.747,,Hardwood Forest,<0.25,Fire Agency,"PG&E, homeowner, and CDF",101262455,Conductor,No,11000,Conductor,Overhead,Yes,6/7/2014,20:26.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/6/2014,23:18.0,41.0724,-123.698,,Conifer Forest,Unknown,Unknown,,192401101 ,Conductor,Yes,11000,Conductor,Overhead,Yes,6/6/2014,23:18.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/3/2014,38:23.0,36.4346,-119.685,,Urban,Unknown,Unknown,,252301103,Conductor,No,11000,Conductor,Overhead,Yes,6/3/2014,38:23.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,6/3/2014,30:38.0,36.4366,-119.687,,Urban,Unknown,Unknown,,252301103,Conductor,Yes,11000,Conductor,Overhead,Yes,6/3/2014,30:38.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,5/25/2014,51:52.0,38.6783,-122.953,,Herbaceous,<0.25,Unknown,,042891101 ,Conductor,Yes,11000,Conductor,Overhead,Yes,5/25/2014,51:52.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,5/20/2014,03:47.0,34.8033,-120.265,,Shrub,Unknown,Fire Agency,Santa Barbara FD,101932851,,No,11000,Pole,Overhead,Yes,5/20/2014,03:47.0,Unknown,,,,Unknown,
PG&E,4/30/2014,10:15.0,37.7218,-121.513,,Herbaceous,<0.25,Fire Agency,Valley Com FD,162771101,,Yes,11000,Conductor,Overhead,No,,,Equipment - PG&E,Conductor,,,Conductor failure-all,
PG&E,4/22/2014,14:32.0,,,,,Unknown,Unknown,,253571106,Conductor - Open Wire Secondary,Yes,11000,Conductor - Open Wire Secondary,Overhead,Yes,4/22/2014,14:32.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
PG&E,4/13/2014,48:59.0,36.1718,-120.372,,Barren/Other,Unknown,Unknown,,Capicitor: 104K,Capacitor Bank,,11000,Capacitor Bank,Overhead,Yes,4/13/2014,48:59.0,Contact - Animal - Nest,,Contact - Nest,Electric Facility,Contact - Nest,
PG&E,2/2/2014,32:03.0,36.7502,-119.836,,Urban,Unknown,Unknown,,100876203,,Yes,11000,Pole,Overhead,Yes,2/2/2014,32:03.0,Equipment - PG&E,Pole,,,Pole failure,
PG&E,1/10/2014,59:05.0,,,,,,Unknown,,,,,,,,Yes,1/10/2014,59:05.0,,,,,,
PG&E,1/8/2014,13:52.0,37.9355,-121.089,,Agriculture,Unknown,Unknown,,102093487,Conductor,Yes,11000,Conductor,Overhead,Yes,1/8/2014,13:52.0,Vegetation,,Veg. contact,Electric Facility,Contact - Vegetation,
